variant,num_samples,end_to_end_success_rate,recover_success_rate,avg_attempts,avg_latency_ms,num_failures,delta_end_to_end_success_rate_vs_full,delta_recover_success_rate_vs_full
full,52.0,0.4807692307692308,0.2692307692307692,2.4423076923076925,667.166615354982,31.0,0.0,0.0
w_o_calibration,52.0,0.4807692307692308,0.2692307692307692,2.4423076923076925,667.166615354982,31.0,0.0,0.0
w_o_multimodal,52.0,0.46153846153846156,0.36538461538461536,2.576923076923077,704.0247110685644,31.0,-0.019230769230769218,0.09615384615384615
w_o_recover,52.0,0.2692307692307692,0.0,1.0,278.48688686656305,41.0,-0.21153846153846156,-0.2692307692307692
w_o_retrieval,52.0,0.6346153846153846,0.40384615384615385,1.9615384615384615,544.2010367370115,29.0,0.1538461538461538,0.13461538461538464
w_o_unknown_detection,52.0,0.4807692307692308,0.2692307692307692,2.4423076923076925,667.166615354982,31.0,0.0,0.0
